RUTA	NOMBRE	EXTENSION	TAMANO_BYTES	FECHA_MODIFICACION	ESTADO_GIT	CLASIFICACION	CONTIENE_DATOS_PERSONALES_POTENCIAL	OBSERVACIONES
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/DICCIONARIO_VARIABLES_OFICIALES.csv	DICCIONARIO_VARIABLES_OFICIALES.csv	.csv	14782	2026-06-18T08:45:24.120768-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/INSTRUCTIVO_LOCALIZACION.csv	INSTRUCTIVO_LOCALIZACION.csv	.csv	648	2026-06-18T08:45:24.167790-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/REPORTE_DIAGNOSTICO_INICIAL 2.md	REPORTE_DIAGNOSTICO_INICIAL 2.md	.md	8934	2026-06-18T08:45:24-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_fase2_20260618_090815/MANIFIESTO_RESPALDO_PRE_FASE2.csv	MANIFIESTO_RESPALDO_PRE_FASE2.csv	.csv	79	2026-06-18T09:08:15.713759-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correccion_universo_20260618_105106/MANIFIESTO_RESPALDO_PRE_CORRECCION_UNIVERSO.csv	MANIFIESTO_RESPALDO_PRE_CORRECCION_UNIVERSO.csv	.csv	79	2026-06-18T10:51:06.195635-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/README 2.md	README 2.md	.md	11973	2026-06-24T13:55:57-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/MANIFIESTO_RESPALDO_PRE_GOBERNANZA_COLUMNAS.csv	MANIFIESTO_RESPALDO_PRE_GOBERNANZA_COLUMNAS.csv	.csv	4678	2026-06-24T18:01:26.738668-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/resultados/auditorias/CONTROL_CAMBIOS_GOBERNANZA_COLUMNAS.csv	CONTROL_CAMBIOS_GOBERNANZA_COLUMNAS.csv	.csv	11576	2026-06-24T18:00:33.652967-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/resultados/auditorias/VALIDACION_GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.csv	VALIDACION_GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.csv	.csv	1929	2026-06-24T18:00:32.634270-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/resultados/auditorias/GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.xlsx	GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.xlsx	.xlsx	303792	2026-06-24T18:00:33.302924-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/resultados/auditorias/COBERTURA_GOBERNANZA_REGISTROS_62.csv	COBERTURA_GOBERNANZA_REGISTROS_62.csv	.csv	11404	2026-06-24T18:00:31.702112-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/resultados/auditorias/INSPECCION_ESTRUCTURA_OFICIAL_EXTRANJEROS_2025.csv	INSPECCION_ESTRUCTURA_OFICIAL_EXTRANJEROS_2025.csv	.csv	1247	2026-06-24T18:00:26.406869-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/resultados/auditorias/COBERTURA_GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.csv	COBERTURA_GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.csv	.csv	1240	2026-06-24T18:00:31.701593-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/config/ESQUEMA_OFICIAL_EXTRANJEROS_REGULARES_2025.tsv	ESQUEMA_OFICIAL_EXTRANJEROS_REGULARES_2025.tsv	.tsv	8615	2026-06-24T18:00:26.407233-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/config/DICCIONARIO_GOBERNANZA_EXTRANJEROS_2025.tsv	DICCIONARIO_GOBERNANZA_EXTRANJEROS_2025.tsv	.tsv	15015	2026-06-24T18:00:31.696024-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/scripts/gobernar_columnas_extranjeros_2025 2.py	gobernar_columnas_extranjeros_2025 2.py	.py	87750	2026-06-24T18:01:21-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/06_NOMBRES.tsv	06_NOMBRES.tsv	.tsv	21369	2026-06-24T18:00:31.678863-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/13_CODIGO_UNICO.tsv	13_CODIGO_UNICO.tsv	.tsv	22480	2026-06-24T18:00:31.684119-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/08_FECHA_NACIMIENTO.tsv	08_FECHA_NACIMIENTO.tsv	.tsv	21437	2026-06-24T18:00:31.680276-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/02_NUM_DOCUMENTO.tsv	02_NUM_DOCUMENTO.tsv	.tsv	22823	2026-06-24T18:00:31.675710-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/17_SEM_INGRESO_CARRERA_ORIGEN.tsv	17_SEM_INGRESO_CARRERA_ORIGEN.tsv	.tsv	20517	2026-06-24T18:00:31.687162-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/07_SEXO.tsv	07_SEXO.tsv	.tsv	21339	2026-06-24T18:00:31.679591-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/15_SEM_INGRESO_CARRERA_ACTUAL.tsv	15_SEM_INGRESO_CARRERA_ACTUAL.tsv	.tsv	19824	2026-06-24T18:00:31.685683-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/03_DV.tsv	03_DV.tsv	.tsv	19077	2026-06-24T18:00:31.676598-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/20_VIGENCIA.tsv	20_VIGENCIA.tsv	.tsv	24476	2026-06-24T18:00:31.689193-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/10_TIPO_RESIDENCIA_ESTUDIANTE.tsv	10_TIPO_RESIDENCIA_ESTUDIANTE.tsv	.tsv	15992	2026-06-24T18:00:31.681910-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/11_PAIS_ORIGEN.tsv	11_PAIS_ORIGEN.tsv	.tsv	16922	2026-06-24T18:00:31.682696-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/12_PAIS_ESTUDIOS_SECUNDARIOS.tsv	12_PAIS_ESTUDIOS_SECUNDARIOS.tsv	.tsv	21583	2026-06-24T18:00:31.683425-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/18_NOMBRE_UNIVERSIDAD_ORIGEN.tsv	18_NOMBRE_UNIVERSIDAD_ORIGEN.tsv	.tsv	17170	2026-06-24T18:00:31.687841-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/16_ANIO_INGRESO_CARRERA_ORIGEN.tsv	16_ANIO_INGRESO_CARRERA_ORIGEN.tsv	.tsv	20596	2026-06-24T18:00:31.686442-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/19_PAIS_UNIVERSIDAD_ORIGEN.tsv	19_PAIS_UNIVERSIDAD_ORIGEN.tsv	.tsv	16054	2026-06-24T18:00:31.688433-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/05_SEGUNDO_APELLIDO.tsv	05_SEGUNDO_APELLIDO.tsv	.tsv	20433	2026-06-24T18:00:31.678133-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/04_PRIMER_APELLIDO.tsv	04_PRIMER_APELLIDO.tsv	.tsv	20715	2026-06-24T18:00:31.677392-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/14_ANIO_INGRESO_CARRERA_ACTUAL.tsv	14_ANIO_INGRESO_CARRERA_ACTUAL.tsv	.tsv	22702	2026-06-24T18:00:31.684911-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/01_TIPO_DOCUMENTO.tsv	01_TIPO_DOCUMENTO.tsv	.tsv	22585	2026-06-24T18:00:31.673741-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/columnas_extranjeros_2025/09_NACIONALIDAD.tsv	09_NACIONALIDAD.tsv	.tsv	26153	2026-06-24T18:00:31.681047-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/catalogos/TIPO_DOCUMENTO.tsv	TIPO_DOCUMENTO.tsv	.tsv	129	2026-06-24T18:00:29.900943-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/catalogos/TIPO_RESIDENCIA_ESTUDIANTE.tsv	TIPO_RESIDENCIA_ESTUDIANTE.tsv	.tsv	211	2026-06-24T18:00:29.901169-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/governed/catalogos/NACIONALIDAD_SIES.tsv	NACIONALIDAD_SIES.tsv	.tsv	16215	2026-06-24T18:00:29.910145-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_180126/data/processed/MATRIZ_GOBERNANZA_EXTRANJEROS_2025.csv	MATRIZ_GOBERNANZA_EXTRANJEROS_2025.csv	.csv	110775	2026-06-24T18:00:31.695510-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_cierre_pendientes_base_62_20260624_135441/MANIFIESTO_RESPALDO_PRE_CIERRE_PENDIENTES.csv	MANIFIESTO_RESPALDO_PRE_CIERRE_PENDIENTES.csv	.csv	1768	2026-06-24T13:54:41.197744-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/MANIFIESTO_RESPALDO_CORRECCIONES_V5.csv	MANIFIESTO_RESPALDO_CORRECCIONES_V5.csv	.csv	3390	2026-06-25T12:15:27.207030-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/resultados/auditorias/RESOLUCION_RONALD_ANIO_INGRESO_V5.csv	RESOLUCION_RONALD_ANIO_INGRESO_V5.csv	.csv	2814	2026-06-25T12:15:15.538926-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/resultados/auditorias/RESOLUCION_11_CODIGOS_SIES_DESDE_MATRICULA_UNIFICADA.csv	RESOLUCION_11_CODIGOS_SIES_DESDE_MATRICULA_UNIFICADA.csv	.csv	4100	2026-06-25T12:15:15.247221-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/resultados/auditorias/TRAZABILIDAD_EXCLUSION_RUT_<ID_MASKED>csv	TRAZABILIDAD_EXCLUSION_RUT_<ID_MASKED>csv	.csv	927	2026-06-25T12:15:15.082316-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/scripts/aplicar_correcciones_extranjeros_v5 2.py	aplicar_correcciones_extranjeros_v5 2.py	.py	32718	2026-06-25T12:15:22-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/06_NOMBRES.tsv	06_NOMBRES.tsv	.tsv	19531	2026-06-25T12:15:16.364067-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/08_FECHA_NACIMIENTO.tsv	08_FECHA_NACIMIENTO.tsv	.tsv	20571	2026-06-25T12:15:16.603380-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/02_NUM_DOCUMENTO.tsv	02_NUM_DOCUMENTO.tsv	.tsv	20817	2026-06-25T12:15:15.859080-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/07_SEXO.tsv	07_SEXO.tsv	.tsv	18061	2026-06-25T12:15:16.485049-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/03_DV.tsv	03_DV.tsv	.tsv	17597	2026-06-25T12:15:15.988234-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/10_TIPO_RESIDENCIA_ESTUDIANTE.tsv	10_TIPO_RESIDENCIA_ESTUDIANTE.tsv	.tsv	19105	2026-06-25T12:15:16.837822-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/11_PAIS_ORIGEN.tsv	11_PAIS_ORIGEN.tsv	.tsv	24168	2026-06-25T12:15:16.955646-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/12_PAIS_ESTUDIOS_SECUNDARIOS.tsv	12_PAIS_ESTUDIOS_SECUNDARIOS.tsv	.tsv	19128	2026-06-25T12:15:17.072718-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/05_SEGUNDO_APELLIDO.tsv	05_SEGUNDO_APELLIDO.tsv	.tsv	18609	2026-06-25T12:15:16.239872-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/04_PRIMER_APELLIDO.tsv	04_PRIMER_APELLIDO.tsv	.tsv	18995	2026-06-25T12:15:16.115499-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/01_TIPO_DOCUMENTO.tsv	01_TIPO_DOCUMENTO.tsv	.tsv	18819	2026-06-25T12:15:15.697057-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/governed/columnas_extranjeros_2025_v5/09_NACIONALIDAD.tsv	09_NACIONALIDAD.tsv	.tsv	20626	2026-06-25T12:15:16.721215-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_correcciones_v5_20260625_121527/data/frozen/BASE_EXTRANJEROS_2025_CONGELADA_V2_61.xlsx	BASE_EXTRANJEROS_2025_CONGELADA_V2_61.xlsx	.xlsx	28515	2026-06-25T12:15:15.139781-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
